Area	Name	Age	MarriageStatus	kidsAges	StudentD	Income	Housetype	nRooms	JobType
1	2151	21	0	[2, 7]	0	4788	3	2	0	
1	2152	27	1	[17]	0	2870	3	4	1	
1	2153	47	0	[6, 3]	0	8859	3	2	0	
1	2154	63	1	[]	0	9331	3	3	1	
1	2155	29	1	[0, 3]	0	119470	3	3	0	
1	2156	22	0	[0, 5]	0	6010	3	4	1	
1	2157	28	0	[8]	0	4483	2	3	1	
1	2158	22	0	[16, 2]	2	19046	1	2	1	
1	2159	19	1	[6, 5, 3]	3	23183	1	2	1	
1	2160	20	0	[]	0	2494	1	1	1	
1	2161	74	1	[4]	0	110383	3	4	2	
1	2162	18	0	[]	1	25994	1	3	1	
1	2163	24	0	[0]	0	4326	3	3	1	
1	2164	20	0	[6, 14, 9, 6]	1	4482	2	4	0	
1	2165	22	1	[]	3	19566	1	2	1	
1	2166	41	0	[2, 2, 8, 10]	0	2091	3	3	1	
1	2167	18	0	[17, 11, 15, 2]	0	113371	1	2	1	
1	2168	45	1	[]	0	13596	3	2	1	
1	2169	30	0	[2]	0	118076	3	2	0	
1	2170	28	0	[15]	3	23710	1	2	1	
1	2171	64	1	[14]	0	111961	3	4	1	
1	2172	26	0	[12]	0	13869	3	3	1	
1	2173	87	0	[]	0	4101	1	4	2	
1	2174	37	0	[16]	0	95217	3	5	1	
1	2175	27	0	[1]	0	14306	3	3	1	
1	2176	20	1	[15, 12]	0	5497	2	2	1	
1	2177	78	0	[8, 2]	0	102058	3	2	2	
1	2178	22	1	[0]	0	3053	3	3	1	
1	2179	61	0	[11, 13, 11]	0	2830	3	3	1	
1	2180	24	0	[2, 14, 2, 2]	0	13839	3	4	1	
1	2181	28	0	[9, 12, 3]	0	2251	1	1	1	
1	2182	21	1	[10, 9]	3	12816	1	2	1	
1	2183	20	1	[]	1	4136	3	3	1	
1	2184	52	0	[13]	0	9097	3	3	1	
1	2185	49	0	[1, 4, 16, 17]	0	2070	3	2	1	
1	2186	25	1	[7, 7, 2, 17]	1	10649	3	3	1	
1	2187	60	0	[0]	0	13786	2	2	1	
1	2188	64	1	[9]	0	2785	3	3	1	
1	2189	35	0	[16, 13]	1	13461	3	3	1	
1	2190	24	0	[8, 7]	0	13153	2	3	1	
1	2191	33	0	[17, 11, 0, 9]	0	2801	3	3	1	
1	2192	78	0	[7, 10]	0	1448	3	2	2	
1	2193	63	0	[16, 9, 15]	0	95468	3	2	1	
1	2194	20	0	[10, 14]	0	1662	1	1	0	
1	2195	38	0	[8, 5, 3]	0	3069	1	2	0	
1	2196	18	0	[15, 15]	1	26021	1	2	1	
1	2197	20	0	[14, 5, 0, 4]	2	13036	2	3	1	
1	2198	27	0	[11, 8, 6, 7]	0	5622	3	3	1	
1	2199	59	0	[13, 16, 13]	0	102284	3	3	1	
1	2200	87	0	[8, 7, 0, 6]	0	3137	1	3	2	
1	2201	37	0	[]	0	11937	3	4	1	
1	2202	61	1	[0, 4]	0	3068	2	3	1	
1	2203	78	0	[8, 14, 13, 6]	0	12517	3	3	2	
1	2204	24	0	[8, 13]	0	13571	3	4	0	
1	2205	20	0	[]	2	23356	2	4	1	
1	2206	29	1	[7, 10]	0	101391	3	5	1	
1	2207	55	0	[6]	0	1005	3	3	0	
1	2208	48	0	[16, 12, 13]	0	5181	1	4	1	
1	2209	61	0	[]	0	12028	3	3	1	
1	2210	78	0	[13]	0	13515	3	4	2	
1	2211	73	0	[17, 9, 5]	0	2498	3	4	2	
1	2212	37	1	[9]	0	2426	3	2	1	
1	2213	24	0	[]	0	3238	1	1	0	
1	2214	19	0	[]	2	7181	3	3	1	
1	2215	20	0	[10]	0	13103	3	3	1	
1	2216	67	0	[]	0	113207	3	2	2	
1	2217	27	0	[10, 3, 6]	2	25282	1	2	1	
1	2218	48	0	[17]	0	2498	3	4	1	
1	2219	19	0	[1, 0, 13, 6]	0	1430	1	1	1	
1	2220	61	0	[9, 11, 16, 8]	0	1472	3	3	1	
1	2221	23	1	[8, 10, 3, 17]	2	10039	3	3	0	
1	2222	26	1	[12, 16, 2, 17]	0	95318	3	5	1	
1	2223	30	0	[]	0	2792	3	3	1	
1	2224	35	0	[14, 3]	0	13512	2	3	1	
1	2225	49	0	[7, 0, 10]	0	101952	3	3	1	
1	2226	82	0	[13, 8, 2, 4]	0	14940	3	3	2	
1	2227	25	1	[11, 11]	1	5014	2	3	1	
1	2228	24	0	[]	0	9580	1	2	1	
1	2229	29	0	[11, 16, 8]	0	4858	3	2	1	
1	2230	20	1	[17, 8]	2	25449	1	2	1	
1	2231	25	0	[12]	0	14357	1	2	1	
1	2232	44	0	[9]	0	5643	1	1	1	
1	2233	53	0	[]	0	2708	1	3	1	
1	2234	42	0	[]	0	2409	3	4	1	
1	2235	25	0	[2, 11, 4, 13]	3	7526	3	4	1	
1	2236	31	1	[1, 13]	0	97665	3	2	1	
1	2237	20	0	[4, 0]	1	12418	1	2	1	
1	2238	56	0	[6]	0	112754	3	4	1	
1	2239	18	1	[12, 1, 16, 1]	1	12300	3	5	1	
1	2240	25	0	[10, 4]	2	10043	3	2	1	
1	2241	21	0	[9]	0	2536	3	3	1	
1	2242	43	0	[7]	0	13429	1	2	1	
1	2243	74	1	[17, 13]	0	8962	1	2	2	
1	2244	34	0	[13, 11, 3]	0	12833	1	1	1	
1	2245	21	0	[15, 11, 8, 15]	0	3219	3	4	1	
1	2246	55	0	[11]	0	405	3	3	1	
1	2247	39	0	[13, 12]	0	11024	3	2	1	
1	2248	49	1	[13, 17, 3, 4]	0	9195	1	1	1	
1	2249	25	0	[5]	3	14003	3	4	1	
1	2250	63	0	[17, 11]	0	2813	1	2	1	
1	2251	38	0	[9, 8, 0, 17]	0	2918	3	3	0	
1	2252	30	0	[13, 11, 1]	0	2490	3	4	0	
1	2253	19	0	[7]	1	12823	1	2	1	
1	2254	86	1	[]	0	2988	3	3	2	
1	2255	69	0	[7, 6]	0	14258	3	3	2	
1	2256	23	0	[]	2	24315	3	4	1	
1	2257	54	0	[5]	0	3028	3	5	1	
1	2258	75	0	[1, 9, 12]	0	115679	3	4	2	
1	2259	59	0	[]	0	2999	3	5	1	
1	2260	40	0	[3, 4]	0	4985	1	2	1	
1	2261	59	1	[2]	0	119292	1	2	1	
1	2262	49	0	[]	0	99465	3	3	1	
1	2263	88	0	[10]	0	13750	3	4	2	
1	2264	37	0	[9, 13, 17]	0	858	3	3	1	
1	2265	42	0	[6, 2, 11, 13]	0	14515	3	4	1	
1	2266	22	0	[13, 16, 6]	2	6090	3	5	1	
1	2267	26	0	[3, 7]	0	117651	2	3	1	
1	2268	51	0	[5, 8, 3]	0	2675	2	3	1	
1	2269	88	0	[7, 17, 4, 4]	0	12176	3	4	2	
1	2270	18	0	[11, 8, 0, 6]	3	13060	3	1	1	
1	2271	66	1	[10, 10, 16, 4]	0	8988	3	3	2	
1	2272	35	0	[3, 4]	3	6075	3	2	1	
1	2273	52	0	[4, 8]	0	8070	3	3	1	
1	2274	22	0	[16]	0	114768	3	4	0	
1	2275	38	0	[]	0	3100	3	3	1	
1	2276	56	0	[7]	0	14742	3	4	1	
1	2277	29	0	[17, 7]	2	24487	3	3	1	
1	2278	28	1	[14]	0	183	1	2	1	
1	2279	62	0	[0, 10, 17, 15]	0	111418	3	3	1	
1	2280	76	1	[8]	0	10145	1	2	2	
1	2281	21	1	[13]	2	9404	3	3	1	
1	2282	50	1	[]	0	1551	3	3	1	
1	2283	41	0	[16]	0	116963	3	4	1	
1	2284	86	0	[3, 1, 16, 5]	0	2253	3	2	2	
1	2285	35	0	[13, 4]	0	11155	3	3	1	
1	2286	32	0	[4, 12, 8]	0	95761	3	4	1	
1	2287	84	1	[8]	0	13178	3	4	2	
1	2288	29	1	[10, 3, 7]	0	2600	3	2	0	
1	2289	23	0	[2]	2	119821	1	1	1	
1	2290	18	0	[12, 2]	3	25356	3	2	1	
1	2291	18	0	[13, 1]	2	7836	3	5	1	
1	2292	62	0	[14, 7]	0	3016	3	3	1	
1	2293	25	0	[]	1	387	3	2	1	
1	2294	89	1	[11, 11, 4, 3]	0	11781	2	3	2	
1	2295	39	0	[12, 9]	0	10415	3	3	1	
1	2296	71	1	[13]	0	2051	3	3	2	
1	2297	26	0	[]	0	7804	3	5	1	
1	2298	89	0	[12, 9, 10]	0	96993	3	2	2	
1	2299	76	0	[]	0	8278	3	5	2	
1	2300	58	0	[11, 4]	0	13925	2	3	1	
1	2301	25	0	[]	0	2620	3	3	1	
1	2302	60	0	[5, 16, 16]	0	112773	3	3	1	
1	2303	30	0	[3, 2]	0	104621	3	4	1	
1	2304	85	1	[11]	0	12397	3	5	2	
1	2305	24	1	[6, 11, 1, 4]	2	13635	3	5	1	
1	2306	28	1	[2, 4]	0	14220	3	3	1	
1	2307	74	0	[9]	0	4124	3	2	2	
1	2308	74	0	[]	0	2392	3	2	2	
1	2309	22	1	[2]	0	5888	3	3	1	
1	2310	30	0	[17, 0]	0	7971	3	3	1	
1	2311	48	0	[10]	0	116734	3	4	1	
1	2312	23	0	[9, 6]	0	3076	3	3	1	
1	2313	33	1	[11, 16, 0, 7]	0	10883	3	2	1	
1	2314	35	0	[4, 15]	0	3127	3	2	1	
1	2315	65	0	[5, 14, 11]	0	13265	1	1	1	
1	2316	77	0	[0, 0, 12]	0	115612	3	3	2	
1	2317	23	0	[14]	3	12006	3	2	0	
1	2318	25	0	[7, 1]	0	5754	2	3	1	
1	2319	22	0	[1, 13, 13, 13]	3	16064	1	2	1	
1	2320	44	0	[5, 3, 4, 17]	0	10333	1	2	1	
1	2321	30	0	[]	3	7954	3	3	1	
1	2322	32	1	[3, 0]	0	12965	3	4	1	
1	2323	23	0	[5, 4, 0]	1	7615	3	3	1	
1	2324	87	0	[]	0	3151	1	2	2	
1	2325	28	1	[0, 5, 13, 17]	0	6135	1	2	1	
1	2326	71	0	[15]	0	4044	1	2	2	
1	2327	27	0	[17, 3, 6, 5]	0	6185	3	2	1	
1	2328	21	0	[1, 7, 10]	0	2468	3	2	1	
1	2329	69	1	[1, 5, 2]	0	2772	2	3	2	
1	2330	54	1	[7, 16, 16]	0	13156	3	4	1	
1	2331	46	0	[17, 14]	0	1027	1	1	1	
1	2332	27	0	[8, 16, 1]	0	13574	1	1	1	
1	2333	62	0	[0, 6, 13, 5]	0	105313	1	2	1	
1	2334	21	0	[]	0	14301	3	3	1	
1	2335	33	1	[17, 7]	3	4439	3	2	1	
1	2336	63	0	[1, 1, 10]	0	10980	3	5	1	
1	2337	20	0	[9]	0	113718	3	5	1	
1	2338	21	0	[8, 5]	0	2484	3	3	1	
1	2339	31	0	[6]	0	6189	3	4	1	
1	2340	83	1	[15]	0	11678	3	4	2	
1	2341	20	0	[1]	0	2795	3	5	1	
1	2342	77	0	[12]	0	14535	3	2	2	
1	2343	34	1	[14, 13]	0	113780	3	4	1	
1	2344	30	1	[13, 12, 2, 12]	0	15143	3	3	0	
1	2345	73	0	[4]	0	1059	3	2	2	
1	2346	44	1	[2, 1, 13, 15]	1	25768	1	4	0	
1	2347	47	0	[0, 13, 15, 11]	0	2563	2	4	1	
1	2348	78	0	[14, 17, 6, 2]	0	5777	2	2	2	
1	2349	66	1	[5, 12]	0	111430	3	5	2	
1	2350	40	0	[1]	0	637	3	2	1	
1	2351	25	0	[0, 1, 8]	0	648	3	3	1	
1	2352	61	0	[12]	0	2102	3	4	1	
1	2353	38	1	[7, 17, 11]	0	4115	1	2	1	
1	2354	75	0	[11, 14, 13]	0	14685	3	5	2	
1	2355	73	1	[]	0	4823	3	3	2	
1	2356	73	1	[8]	0	111419	3	3	2	
1	2357	78	0	[11]	0	14323	1	1	2	
1	2358	43	0	[12]	0	2743	3	5	1	
1	2359	25	0	[]	3	15675	3	5	1	
1	2360	19	0	[16, 5]	0	116	1	2	1	
1	2361	23	1	[17, 4]	0	15419	3	3	1	
1	2362	41	1	[6, 13, 5]	0	3232	1	4	1	
1	2363	58	0	[8]	0	102195	1	2	1	
1	2364	37	0	[10]	0	13175	3	3	1	
1	2365	46	0	[10]	0	11414	3	3	1	
1	2366	23	1	[8, 7, 1, 12]	2	10843	1	2	1	
1	2367	19	0	[5, 15]	0	10752	3	4	1	
1	2368	77	1	[16]	0	13376	1	2	2	
1	2369	63	1	[7]	0	504	3	2	1	
1	2370	20	0	[2, 4, 1, 8]	0	8129	3	4	1	
1	2371	44	0	[]	0	2563	3	3	1	
1	2372	20	0	[10, 3, 8]	0	283	3	4	1	
1	2373	27	1	[14, 4, 1]	0	7752	3	5	1	
1	2374	46	0	[]	0	8547	1	2	1	
1	2375	26	0	[0, 13, 4]	0	14082	3	4	1	
1	2376	47	0	[17, 5, 14]	0	3124	1	1	1	
1	2377	37	0	[6, 7, 8, 5]	0	3228	3	5	0	
1	2378	51	0	[8]	0	3421	1	1	1	
1	2379	21	0	[2, 0]	2	119981	2	3	1	
1	2380	46	0	[11, 14]	0	101124	3	3	1	
1	2381	79	1	[8]	0	5840	3	3	2	
1	2382	70	1	[]	0	99661	3	4	2	
1	2383	19	0	[0, 13, 11]	2	4653	3	4	1	
1	2384	24	0	[7, 16]	1	187	3	3	1	
1	2385	32	1	[6, 6, 0, 3]	0	2907	3	3	1	
1	2386	41	0	[15, 16, 10]	0	7515	3	3	1	
1	2387	37	1	[5]	0	104924	3	3	1	
1	2388	62	0	[3]	0	113884	3	1	1	
1	2389	27	0	[8, 15, 17, 10]	0	118920	1	2	1	
1	2390	19	0	[15, 5, 10, 15]	0	3129	1	2	1	
1	2391	79	0	[7, 3, 1]	3	5680	3	5	2	
1	2392	44	0	[0, 8, 0]	0	11199	3	5	1	
1	2393	28	0	[11, 16, 12]	0	13608	1	4	1	
1	2394	90	0	[5]	0	2126	3	5	2	
1	2395	27	1	[7, 0]	0	115212	1	2	1	
1	2396	41	1	[17, 17, 6]	0	9365	3	4	1	
1	2397	23	0	[1, 14]	0	4305	3	3	1	
1	2398	23	0	[16]	3	11226	1	2	0	
1	2399	51	0	[3]	0	15247	3	2	1	
1	2400	18	1	[14, 9]	0	11816	3	3	1	
1	2401	36	0	[7]	0	2735	3	3	1	
1	2402	35	0	[]	0	3066	3	3	1	
1	2403	71	0	[17, 15, 16]	0	1352	1	2	2	
1	2404	26	0	[13]	3	19659	3	5	0	
1	2405	27	1	[15, 1, 16, 11]	0	95758	1	2	0	
1	2406	19	0	[4, 10, 5]	0	1252	1	2	1	
1	2407	42	0	[17, 17]	0	322	3	2	1	
1	2408	21	0	[15]	2	5651	3	3	1	
1	2409	20	1	[8, 12, 2, 2]	2	25906	2	3	0	
1	2410	19	1	[]	1	19323	3	4	1	
1	2411	23	0	[]	3	4880	1	2	1	
1	2412	24	0	[8, 3, 17]	0	2723	3	2	1	
1	2413	44	1	[9, 1]	0	2944	1	1	1	
1	2414	43	1	[1]	0	2402	1	2	1	
1	2415	41	0	[9]	0	13001	1	2	1	
1	2416	87	0	[11, 9, 14]	0	106931	3	3	2	
1	2417	64	0	[7, 8, 2, 13]	0	1569	3	5	0	
1	2418	39	1	[5, 8]	0	13667	3	4	1	
1	2419	51	1	[5, 9]	0	3094	3	4	1	
1	2420	29	0	[4, 3, 9, 5]	0	3693	3	3	1	
1	2421	20	0	[12, 13, 15]	0	108358	3	2	1	
1	2422	78	0	[8, 0, 5]	0	13664	1	3	2	
1	2423	31	0	[7, 6]	0	3879	3	3	1	
1	2424	31	1	[0, 2, 17, 9]	0	14340	3	5	1	
1	2425	26	0	[17, 4, 8, 6]	0	111822	1	1	1	
1	2426	24	0	[11]	0	4376	3	3	1	
1	2427	71	0	[]	0	2717	3	3	2	
1	2428	28	1	[11, 2, 9]	0	4944	3	2	0	
1	2429	20	1	[0, 3, 7]	3	16040	1	1	1	
1	2430	34	0	[14, 16, 12, 17]	0	216	3	3	1	
1	2431	23	0	[9, 17, 9]	0	95477	3	4	1	
1	2432	22	1	[14, 0, 11, 9]	3	5518	3	4	1	
1	2433	51	1	[5, 7, 3, 6]	0	11964	1	2	1	
1	2434	19	0	[11, 1, 8]	0	9324	3	3	1	
1	2435	25	0	[]	0	12869	3	2	1	
1	2436	74	0	[16, 5]	0	1652	3	3	2	
1	2437	22	0	[0]	1	789	1	1	1	
1	2438	66	0	[11, 0, 17, 0]	0	115915	1	2	2	
1	2439	57	0	[4, 17, 10]	0	3091	3	4	1	
1	2440	25	0	[7, 4, 12]	3	7317	1	1	1	
1	2441	21	0	[9]	0	965	3	3	1	
1	2442	58	0	[17, 12, 4, 3]	0	11130	1	2	1	
1	2443	59	0	[4, 1, 4, 17]	0	4169	3	2	1	
1	2444	20	1	[]	1	4725	3	2	1	
1	2445	34	0	[6, 14, 2]	0	5311	3	3	1	
1	2446	68	0	[2, 4, 6, 12]	0	97586	3	3	2	
1	2447	67	0	[10]	0	4342	3	3	2	
1	2448	44	0	[10, 12, 7, 3]	0	2065	3	3	1	
1	2449	35	1	[6, 2]	0	108070	3	3	1	
1	2450	24	0	[]	0	14458	3	2	1	
1	2451	21	0	[15, 11, 0, 8]	2	7622	3	3	1	
1	2452	44	0	[5]	0	12323	3	3	0	
1	2453	30	0	[4]	1	372	1	2	1	
1	2454	75	0	[14]	0	3226	3	4	2	
1	2455	23	0	[11]	0	2144	3	5	1	
1	2456	73	0	[5, 12, 8]	0	12360	1	2	2	
1	2457	39	0	[3]	0	13813	3	4	1	
1	2458	33	0	[11]	2	25888	3	3	1	
1	2459	61	0	[]	0	104752	3	3	0	
1	2460	32	1	[12]	0	3052	2	3	1	
1	2461	45	0	[2, 12, 1, 5]	0	2965	3	3	1	
1	2462	18	0	[]	0	1365	3	3	1	
1	2463	27	0	[11, 0, 16, 4]	0	10110	3	5	1	
1	2464	64	0	[]	0	2728	3	3	1	
1	2465	34	0	[6]	0	475	3	2	1	
1	2466	73	0	[4]	0	13954	3	4	2	
1	2467	43	0	[6, 2, 12]	0	105034	3	3	1	
1	2468	29	1	[7, 10]	0	104346	3	5	1	
1	2469	24	0	[14, 14]	0	14420	3	3	1	
1	2470	89	1	[17]	0	14834	3	3	2	
1	2471	68	1	[9]	0	3168	3	5	2	
1	2472	90	0	[5, 7, 9, 2]	0	8489	3	4	2	
1	2473	26	1	[13, 15, 3, 14]	0	1208	3	5	1	
1	2474	21	1	[11, 17, 10, 9]	0	97182	3	3	1	
1	2475	31	0	[2, 13, 0]	0	2681	3	4	0	
1	2476	45	1	[9, 8, 6, 9]	0	11503	3	2	1	
1	2477	81	0	[4, 12, 16]	0	104278	3	2	2	
1	2478	71	0	[]	0	5678	3	3	2	
1	2479	28	0	[]	0	97536	1	2	1	
1	2480	42	0	[16, 10]	0	15270	3	2	1	
1	2481	69	1	[1]	0	117623	3	4	2	
1	2482	90	0	[5]	0	7982	1	1	2	
1	2483	59	0	[9, 15, 1, 15]	0	14564	3	4	1	
1	2484	25	1	[]	3	26441	1	2	1	
1	2485	46	0	[14, 1]	0	116581	3	3	1	
1	2486	46	1	[1, 4, 0, 2]	0	14734	1	2	1	
1	2487	88	1	[9, 9, 8, 2]	0	2465	3	3	2	
1	2488	26	0	[12, 12, 5, 9]	0	112821	3	4	1	
1	2489	19	0	[7, 14]	3	6622	3	3	1	
1	2490	67	0	[]	0	14162	3	3	2	
1	2491	19	0	[4]	3	12116	1	2	1	
1	2492	84	0	[13, 16, 5]	0	2588	3	3	2	
1	2493	20	0	[3, 12]	3	13472	3	3	1	
1	2494	71	0	[10]	0	3500	3	3	2	
1	2495	19	0	[2, 2]	1	16535	3	2	1	
1	2496	71	1	[]	0	97565	1	2	2	
1	2497	37	1	[9, 8]	0	13847	1	2	1	
1	2498	73	1	[]	0	3074	3	4	2	
1	2499	19	1	[]	2	10885	3	3	1	
1	2500	30	0	[10]	0	14541	3	3	1	
1	2501	21	1	[6, 17, 4]	1	4669	1	2	1	
1	2502	25	0	[11]	0	13172	3	3	1	
1	2503	25	0	[]	0	44	3	2	0	
1	2504	27	0	[]	0	5276	3	3	1	
1	2505	18	0	[1]	0	7778	3	3	1	
1	2506	81	0	[1]	0	2612	1	2	2	
1	2507	18	0	[12, 17, 8]	3	6198	1	2	1	
1	2508	29	0	[]	0	15124	3	2	1	
1	2509	34	0	[16, 7]	0	5258	3	3	1	
1	2510	29	0	[12, 7, 14, 1]	0	102720	3	2	1	
1	2511	23	0	[17, 2]	0	2839	3	3	1	
1	2512	82	1	[16, 8]	0	105863	3	4	2	
1	2513	23	0	[10, 5, 4]	0	98986	1	2	1	
1	2514	43	1	[6, 9]	0	5739	3	3	1	
1	2515	38	0	[9, 5, 12]	0	8413	3	2	1	
1	2516	36	0	[3, 5, 12, 16]	0	5184	3	3	1	
1	2517	23	0	[]	2	2784	3	3	1	
1	2518	60	0	[15, 15]	0	2086	3	4	1	
1	2519	19	1	[5]	0	2431	3	4	1	
1	2520	58	0	[16, 2]	0	209	3	3	1	
1	2521	19	0	[16, 14, 10]	1	26262	3	3	1	
1	2522	33	0	[4]	0	2939	3	4	1	
1	2523	32	0	[4, 5, 10, 1]	3	2708	3	2	1	
1	2524	27	1	[0, 9, 6]	0	13043	3	3	1	
1	2525	60	1	[15, 3]	0	107696	3	2	1	
1	2526	50	1	[15, 13, 7, 10]	0	115578	3	3	0	
1	2527	19	1	[16]	0	14651	3	3	1	
1	2528	25	0	[5, 9]	0	2414	1	2	1	
1	2529	35	0	[11]	0	11726	3	3	1	
1	2530	73	1	[]	0	12134	3	5	2	
1	2531	21	1	[8, 13, 7, 2]	0	4085	3	4	1	
1	2532	87	0	[3]	0	13343	2	4	2	
1	2533	60	0	[10]	0	2368	1	2	1	
1	2534	29	0	[16]	0	759	3	4	1	
1	2535	60	0	[17, 7, 16]	0	103991	3	3	0	
1	2536	72	1	[13, 7, 4, 14]	0	10014	3	3	2	
1	2537	82	0	[14, 16, 7, 6]	0	7558	3	4	2	
1	2538	85	0	[]	0	15597	2	3	2	
1	2539	23	0	[4]	0	105773	3	3	1	
1	2540	37	1	[16, 3, 17]	0	1931	1	1	1	
1	2541	68	1	[]	0	10407	1	1	2	
1	2542	21	0	[]	1	13086	3	5	1	
1	2543	61	1	[17, 2, 12]	0	14820	3	2	1	
1	2544	58	0	[10]	0	3112	3	3	1	
1	2545	26	1	[15, 2]	0	9530	3	3	1	
1	2546	30	1	[4]	0	13836	3	3	1	
1	2547	89	0	[]	0	11545	3	4	2	
1	2548	49	0	[1, 5, 11]	0	2632	3	3	1	
1	2549	51	0	[17, 8, 9]	0	3665	3	4	1	
1	2550	20	0	[]	2	9623	1	2	1	
1	2551	69	0	[4, 10, 14, 2]	0	103663	3	5	2	
1	2552	37	0	[5, 6, 17]	0	1709	3	3	1	
1	2553	65	1	[]	0	4218	1	2	1	
1	2554	37	0	[1, 9, 14]	0	3104	3	5	0	
1	2555	88	0	[]	0	116139	3	1	2	
1	2556	39	0	[13, 13]	0	107651	3	3	1	
1	2557	20	0	[14, 9]	3	4410	1	2	1	
1	2558	70	1	[]	0	9187	1	2	2	
1	2559	32	0	[14, 16, 17, 3]	0	9583	3	3	1	
1	2560	18	0	[4, 5]	3	23047	1	2	1	
1	2561	87	0	[15, 3, 4, 7]	0	15123	1	2	2	
1	2562	56	0	[7, 5, 10]	0	11967	3	4	1	
1	2563	26	0	[2, 3, 15]	0	1820	3	5	1	
1	2564	30	0	[]	0	98835	3	2	1	
1	2565	49	0	[8, 12]	0	11516	1	3	1	
1	2566	71	0	[4]	0	95207	3	3	2	
1	2567	80	1	[11, 1, 9]	0	757	3	2	2	
1	2568	77	1	[1]	0	11861	1	2	2	
1	2569	83	0	[9, 14, 13, 16]	0	8177	3	5	2	
1	2570	32	1	[]	1	7594	3	3	1	
1	2571	20	1	[10]	2	8853	3	3	1	
1	2572	44	1	[17, 5]	0	11804	3	5	1	
1	2573	20	0	[]	0	2710	3	3	1	
1	2574	60	1	[2, 9, 13]	0	4426	3	2	1	
1	2575	66	0	[13]	0	13799	3	2	2	
1	2576	62	0	[17]	0	15600	3	1	1	
1	2577	30	0	[3, 9]	0	2531	1	2	1	
1	2578	49	0	[]	0	5338	3	2	1	
1	2579	22	0	[10, 15]	3	119524	1	2	1	
1	2580	25	1	[14, 0, 8]	1	26736	2	3	1	
1	2581	31	1	[6, 16, 13, 10]	0	2596	3	5	1	
1	2582	22	0	[1, 17]	2	6221	3	3	1	
1	2583	57	0	[7, 1, 17, 3]	0	115670	1	2	0	
1	2584	19	1	[0, 1, 10]	2	6863	3	5	1	
1	2585	22	0	[]	0	96259	3	4	1	
1	2586	32	0	[4]	0	96012	3	3	1	
1	2587	27	0	[11, 14, 6, 5]	0	13541	3	2	1	
1	2588	27	0	[]	0	2677	3	3	1	
1	2589	23	0	[8, 6, 1]	0	7725	3	4	1	
1	2590	20	0	[4]	2	15165	3	3	1	
1	2591	30	0	[6, 2, 6, 4]	0	14995	3	2	1	
1	2592	50	1	[5]	0	100685	1	2	1	
1	2593	22	1	[11, 7, 7]	2	2892	3	4	1	
1	2594	50	0	[9]	0	1907	1	1	1	
1	2595	20	0	[10]	3	10681	3	3	1	
1	2596	45	1	[17]	0	13522	3	4	1	
1	2597	39	1	[7]	0	14097	3	2	0	
1	2598	48	0	[9, 16]	0	2719	1	1	1	
1	2599	33	0	[8, 9]	0	9359	3	4	1	
1	2600	23	0	[0]	3	12011	1	3	1	
1	2601	24	0	[2, 14]	0	109620	1	2	1	
1	2602	33	0	[9]	0	4495	3	3	1	
1	2603	34	0	[6]	0	2520	3	3	1	
1	2604	47	0	[]	0	95816	3	2	1	
1	2605	54	0	[15]	0	560	1	2	1	
1	2606	44	1	[]	0	13022	3	4	1	
1	2607	44	1	[8, 7, 6, 10]	0	112130	3	3	1	
1	2608	69	0	[16, 17]	0	98902	3	3	2	
1	2609	32	0	[]	0	10420	2	3	1	
1	2610	57	0	[15]	0	107343	3	3	1	
1	2611	52	0	[3]	0	13823	3	3	0	
1	2612	85	1	[4, 0]	0	1417	3	3	2	
1	2613	41	0	[6, 13, 17, 10]	0	15092	1	1	1	
1	2614	88	0	[2, 7]	0	8953	3	2	2	
1	2615	18	0	[13, 6, 15]	1	399	3	5	1	
1	2616	66	1	[0, 9]	0	7841	3	3	2	
1	2617	20	1	[6, 3, 0]	0	8770	1	2	1	
1	2618	44	0	[13, 6]	0	10550	3	2	1	
1	2619	68	0	[1, 2]	0	113252	3	2	2	
1	2620	18	0	[6]	1	4628	1	4	1	
1	2621	61	0	[5]	0	13647	3	4	1	
1	2622	31	0	[9, 7, 3, 1]	0	99155	1	2	1	
1	2623	55	0	[16, 12, 2]	0	853	3	3	1	
1	2624	73	1	[8, 15]	0	9994	3	3	2	
1	2625	22	0	[5, 2]	1	17133	3	5	1	
1	2626	58	0	[0]	0	3430	3	1	1	
1	2627	70	0	[4, 0]	0	112530	3	5	2	
1	2628	49	0	[11, 17, 16, 0]	0	14707	3	3	1	
1	2629	71	0	[6, 5, 0]	0	2647	3	2	2	
1	2630	29	1	[]	3	6308	2	3	1	
1	2631	20	0	[17, 10, 17]	0	14065	3	4	1	
1	2632	20	1	[7, 0, 4]	1	12575	3	2	1	
1	2633	65	0	[7, 4, 14, 17]	0	5924	3	4	1	
1	2634	27	1	[16, 17]	3	24342	3	3	1	
1	2635	21	0	[8, 8, 15]	2	5542	3	3	1	
1	2636	32	0	[9]	1	18240	3	3	1	
1	2637	82	0	[10]	0	531	3	3	2	
1	2638	37	0	[12, 3, 13]	0	1198	3	2	1	
1	2639	26	0	[4, 7, 12, 14]	0	8653	3	3	1	
1	2640	84	1	[16, 12, 7]	0	9473	3	3	2	
1	2641	21	0	[]	0	115718	3	3	1	
1	2642	34	1	[]	0	15547	3	2	1	
1	2643	31	1	[4, 6]	0	4563	3	3	1	
1	2644	77	0	[2, 3, 16, 17]	0	13708	3	3	2	
